Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill,Projects_Completed,Certifications,Hackathons,GitHub_Profile,Internships,Leadership_Experience,LinkedIn_Profile,Resume_Score,Communication_Skills,Teamwork,Problem_Solving,English_Proficiency,Interview_Score,Employability_Score,Placement_Status,Company_Tier,Career_Field,Placement_Mode,Starting_Salary_USD
ST002378,21,Female,Senior,Artificial Intelligence,91,27,3.77,Excellent,10,10,3,4,Yes,5,No,Yes,100,10,6,10,Advanced,82,257.05,Placed,Tier 1,Data Scientist,Campus Placement,109924
ST002379,20,Female,Senior,Software Engineering,78,32,3.12,Average,8,12,3,7,Yes,5,Yes,Yes,100,9,9,7,Advanced,99,243.8,Placed,Tier 1,Software Engineer,Campus Placement,98431
ST002380,21,Female,Sophomore,Software Engineering,82,40,3.4,Good,8,8,1,5,Yes,5,No,No,100,10,8,7,Advanced,86,232.5,Placed,Tier 1,DevOps Engineer,Internship Conversion,71921
ST002381,24,Female,Sophomore,Cybersecurity,100,27,3.62,Good,9,9,3,5,Yes,5,No,Yes,100,8,7,8,Advanced,74,236.8,Placed,Tier 1,Penetration Tester,Off-Campus,82351
ST002382,25,Male,Senior,Cybersecurity,69,14,2.83,Average,8,6,4,2,Yes,4,No,Yes,100,8,5,5,Advanced,78,207.45,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,77480
ST002383,20,Male,Freshman,Software Engineering,100,14,3.3,Good,8,9,0,6,Yes,5,Yes,Yes,100,10,10,9,Advanced,90,237.5,Placed,Tier 1,Software Engineer,Internship Conversion,104265
ST002384,21,Female,Sophomore,Data Science,74,18,2.73,Average,6,10,4,1,Yes,4,Yes,Yes,100,10,8,6,Advanced,65,205.45,Placed,Tier 1,Data Scientist,Campus Placement,71180
ST002385,22,Male,Junior,Computer Science,89,24,3.37,Good,7,8,3,4,Yes,4,No,Yes,100,6,7,9,Intermediate,72,215.05,Placed,Tier 1,Full Stack Developer,Campus Placement,71504
ST002386,22,Male,Senior,Computer Science,78,38,3.58,Good,9,11,2,3,Yes,5,No,Yes,100,8,6,9,Advanced,82,244.7,Placed,Tier 1,Full Stack Developer,Campus Placement,71027
ST002387,23,Male,Senior,Software Engineering,86,20,3.2,Good,8,11,1,6,Yes,5,Yes,Yes,100,10,10,9,Advanced,94,243.5,Placed,Tier 1,DevOps Engineer,Campus Placement,97752
ST002388,22,Female,Sophomore,Data Science,81,18,3.0,Average,8,7,0,3,Yes,3,No,No,91,9,6,8,Advanced,70,202.3,Placed,Tier 1,Data Analyst,Internship Conversion,102428
ST002389,22,Female,Senior,Artificial Intelligence,91,33,3.59,Good,9,11,0,4,Yes,5,No,Yes,100,6,6,9,Intermediate,80,236.85,Placed,Tier 1,Machine Learning Engineer,Campus Placement,86758
ST002390,21,Female,Senior,Artificial Intelligence,91,21,3.15,Average,9,11,2,3,Yes,3,No,Yes,100,6,6,8,Intermediate,84,223.25,Placed,Tier 1,AI Engineer,Campus Placement,88395
ST002391,21,Female,Junior,Cybersecurity,92,27,3.31,Good,8,13,0,6,Yes,5,No,Yes,100,9,8,10,Advanced,76,238.65,Placed,Tier 1,SOC Analyst,Campus Placement,103205
ST002392,20,Female,Sophomore,Business Analytics,85,20,3.23,Good,6,7,2,3,Yes,5,No,Yes,99,8,7,6,Advanced,73,208.65,Placed,Tier 1,Data Analyst,Campus Placement,102409
ST002393,27,Female,Junior,Computer Science,80,39,3.65,Good,9,12,1,4,Yes,5,No,Yes,100,9,6,10,Advanced,97,257.75,Placed,Tier 1,Backend Developer,Internship Conversion,70299
ST002394,24,Male,Freshman,Business Analytics,61,31,2.71,Average,3,5,2,4,Yes,3,No,Yes,78,7,8,6,Intermediate,62,161.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST002395,22,Male,Senior,Information Technology,81,21,3.37,Good,6,3,2,4,No,3,No,No,86,8,7,7,Advanced,54,181.35,Placed,Tier 1,IT Support Engineer,Campus Placement,90027
ST002396,19,Other,Freshman,Computer Science,83,10,2.88,Average,6,10,2,3,Yes,4,No,No,100,6,5,7,Intermediate,54,193.2,Placed,Tier 1,Backend Developer,Campus Placement,82915
ST002397,24,Female,Senior,Software Engineering,96,29,3.67,Good,9,14,4,6,Yes,5,Yes,No,100,10,8,10,Advanced,90,265.05,Placed,Tier 1,Software Engineer,Campus Placement,108685
ST002398,22,Female,Junior,Electrical Engineering,88,19,3.31,Good,5,4,1,3,Yes,2,No,Yes,80,5,6,5,Basic,57,161.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST002399,20,Other,Freshman,Computer Science,80,12,2.79,Average,7,8,1,2,Yes,3,No,Yes,91,6,5,5,Intermediate,60,181.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST002400,18,Male,Junior,Artificial Intelligence,71,27,3.2,Good,8,10,1,5,Yes,5,No,Yes,100,8,7,8,Advanced,87,232.0,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,85239
ST002401,22,Female,Senior,Artificial Intelligence,91,16,3.56,Good,8,8,2,7,Yes,4,No,No,99,8,8,9,Advanced,76,226.1,Placed,Tier 1,AI Engineer,Off-Campus,93107
ST002402,20,Female,Sophomore,Computer Science,100,5,3.38,Good,9,9,5,2,Yes,5,Yes,Yes,100,9,7,8,Advanced,80,241.2,Placed,Tier 1,Backend Developer,Internship Conversion,82004
ST002403,20,Female,Junior,Data Science,61,25,2.78,Average,7,9,3,3,Yes,5,No,Yes,100,8,8,8,Advanced,74,216.2,Placed,Tier 1,Data Analyst,Campus Placement,75259
ST002404,22,Female,Senior,Cybersecurity,72,31,3.32,Good,8,14,3,2,Yes,5,No,Yes,100,9,7,7,Advanced,88,245.3,Placed,Tier 1,Penetration Tester,Campus Placement,89951
ST002405,20,Female,Sophomore,Data Science,76,38,3.51,Good,7,11,3,4,Yes,5,No,Yes,100,6,8,4,Intermediate,56,210.15,Placed,Tier 1,Data Scientist,Campus Placement,97245
ST002406,20,Male,Freshman,Cybersecurity,76,21,2.81,Average,4,6,4,1,Yes,4,No,No,100,6,5,3,Intermediate,73,180.65,Placed,Tier 1,SOC Analyst,Referral,80930
ST002407,20,Male,Senior,Computer Science,84,27,3.27,Good,6,9,4,3,Yes,5,Yes,No,100,10,10,7,Advanced,94,233.05,Placed,Tier 1,Backend Developer,Campus Placement,80471
ST002408,22,Male,Junior,Computer Science,72,24,3.12,Average,8,6,2,4,Yes,5,Yes,No,100,10,9,8,Advanced,99,234.3,Placed,Tier 1,Full Stack Developer,Campus Placement,109171
ST002409,19,Female,Senior,Artificial Intelligence,69,28,2.91,Average,7,11,0,4,Yes,4,Yes,Yes,96,10,9,5,Advanced,62,203.45,Placed,Tier 1,AI Engineer,Internship Conversion,78194
ST002410,22,Male,Sophomore,Cybersecurity,89,31,3.6,Good,9,9,3,4,Yes,5,No,Yes,100,10,6,8,Advanced,87,247.0,Placed,Tier 1,Penetration Tester,Off-Campus,106441
ST002411,18,Female,Senior,Computer Science,84,27,2.99,Average,6,6,3,2,Yes,3,Yes,Yes,99,9,8,8,Advanced,73,200.55,Placed,Tier 1,Software Engineer,Campus Placement,96262
ST002412,18,Female,Junior,Cybersecurity,80,17,2.69,Average,7,13,1,2,Yes,5,Yes,Yes,100,9,7,7,Advanced,91,228.35,Placed,Tier 1,SOC Analyst,Campus Placement,98938
ST002413,20,Female,Freshman,Artificial Intelligence,85,14,2.92,Average,8,7,0,2,Yes,4,No,Yes,96,9,5,5,Advanced,89,211.1,Placed,Tier 1,AI Engineer,Internship Conversion,104166
ST002414,20,Male,Sophomore,Software Engineering,82,12,2.66,Average,9,9,3,5,Yes,3,No,No,100,6,6,7,Intermediate,84,211.4,Placed,Tier 1,Software Engineer,Campus Placement,108355
ST002415,19,Female,Sophomore,Data Science,78,8,2.5,Poor,5,4,1,5,Yes,3,Yes,No,79,8,9,5,Advanced,58,160.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST002416,19,Female,Senior,Cybersecurity,97,36,3.69,Good,8,9,2,3,Yes,5,Yes,Yes,100,10,9,10,Advanced,81,243.85,Placed,Tier 1,SOC Analyst,Off-Campus,79257
ST002417,19,Male,Junior,Computer Science,75,6,2.47,Poor,4,4,1,2,Yes,2,Yes,Yes,79,9,7,2,Advanced,67,151.75,Not Placed,No Company,Not Placed,Not Applicable,0
ST002418,21,Male,Sophomore,Computer Science,100,28,3.84,Excellent,9,11,3,4,Yes,5,No,Yes,100,8,5,10,Advanced,89,255.6,Placed,Tier 1,Software Engineer,Off-Campus,107019
ST002419,21,Male,Junior,Artificial Intelligence,87,26,3.43,Good,9,11,1,1,Yes,5,No,Yes,100,10,5,8,Advanced,96,249.95,Placed,Tier 1,AI Engineer,Campus Placement,73701
ST002420,20,Male,Senior,Computer Science,86,20,2.91,Average,6,8,0,2,Yes,4,Yes,No,100,10,9,6,Advanced,72,201.65,Placed,Tier 1,Backend Developer,Off-Campus,106369
ST002421,23,Female,Sophomore,Artificial Intelligence,72,26,2.91,Average,7,9,4,4,Yes,3,No,Yes,100,9,7,5,Advanced,65,201.15,Placed,Tier 1,Machine Learning Engineer,Campus Placement,73095
ST002422,22,Male,Junior,Information Technology,96,30,3.49,Good,6,8,2,1,Yes,4,No,Yes,91,9,4,5,Advanced,61,201.15,Placed,Tier 1,Cloud Engineer,Off-Campus,74509
ST002423,22,Male,Sophomore,Data Science,76,22,3.11,Average,7,12,2,5,Yes,5,No,No,100,10,7,8,Advanced,83,234.15,Placed,Tier 1,Data Analyst,Campus Placement,81306
ST002424,23,Male,Sophomore,Artificial Intelligence,68,16,3.02,Average,7,7,1,3,Yes,4,No,Yes,95,8,7,8,Advanced,83,210.8,Placed,Tier 1,AI Engineer,Off-Campus,105089
ST002425,19,Female,Freshman,Cybersecurity,70,16,2.58,Poor,6,6,0,2,Yes,1,No,Yes,82,5,7,5,Basic,64,156.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST002426,21,Male,Senior,Data Science,82,35,3.35,Good,7,11,3,3,Yes,5,Yes,Yes,100,9,7,7,Advanced,80,231.75,Placed,Tier 1,AI Engineer,Off-Campus,75633
ST002427,22,Other,Junior,Software Engineering,97,25,3.66,Good,10,12,3,4,Yes,5,Yes,Yes,100,10,7,8,Advanced,99,263.9,Placed,Tier 1,DevOps Engineer,Campus Placement,101597
ST002428,18,Male,Freshman,Information Technology,82,13,2.94,Average,4,7,1,1,Yes,4,Yes,Yes,94,9,8,5,Advanced,66,184.8,Placed,Tier 1,IT Support Engineer,Campus Placement,98423
ST002429,21,Female,Freshman,Software Engineering,71,13,2.79,Average,7,8,0,4,Yes,4,No,Yes,100,8,5,6,Advanced,69,198.35,Placed,Tier 1,Software Engineer,Campus Placement,104674
ST002430,22,Female,Junior,Computer Science,67,16,2.62,Average,5,7,1,3,Yes,3,No,Yes,89,7,5,4,Intermediate,75,176.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST002431,21,Male,Junior,Artificial Intelligence,83,16,2.96,Average,5,9,3,2,Yes,4,Yes,Yes,98,9,6,5,Advanced,67,197.8,Placed,Tier 1,AI Engineer,Campus Placement,85487
ST002432,22,Female,Junior,Information Technology,85,28,3.08,Average,8,12,2,5,Yes,5,No,No,100,10,7,8,Advanced,65,228.7,Placed,Tier 1,Cloud Engineer,Campus Placement,96266
ST002433,22,Female,Sophomore,Cybersecurity,86,27,3.06,Average,7,7,2,3,Yes,3,No,Yes,100,7,6,8,Intermediate,75,203.4,Placed,Tier 1,SOC Analyst,Campus Placement,76451
ST002434,23,Female,Junior,Cybersecurity,77,20,3.31,Good,8,10,3,4,Yes,4,No,Yes,100,6,8,9,Intermediate,77,224.65,Placed,Tier 1,Penetration Tester,Off-Campus,88919
ST002435,26,Male,Senior,Business Analytics,100,26,3.58,Good,6,6,2,1,Yes,5,No,Yes,96,10,6,7,Advanced,85,223.0,Placed,Tier 1,Business Analyst,Internship Conversion,74693
ST002436,21,Male,Sophomore,Software Engineering,67,34,3.06,Average,9,12,0,3,Yes,5,Yes,Yes,100,10,8,10,Advanced,100,250.9,Placed,Tier 1,DevOps Engineer,Referral,104856
ST002437,20,Female,Sophomore,Computer Science,72,21,2.82,Average,7,8,1,2,Yes,3,Yes,Yes,99,7,5,7,Intermediate,71,196.0,Placed,Tier 1,Full Stack Developer,Internship Conversion,103457
ST002438,24,Male,Junior,Cybersecurity,78,25,3.01,Average,9,12,0,4,Yes,5,Yes,Yes,100,10,10,8,Advanced,82,237.15,Placed,Tier 1,Penetration Tester,Campus Placement,84931
ST002439,20,Female,Senior,Software Engineering,53,30,2.79,Average,8,7,0,5,Yes,3,No,Yes,92,7,9,8,Intermediate,64,192.45,Not Placed,No Company,Not Placed,Not Applicable,0
ST002440,25,Male,Junior,Data Science,87,15,2.9,Average,8,11,2,2,Yes,5,Yes,Yes,100,10,7,7,Advanced,100,239.5,Placed,Tier 1,Data Analyst,Campus Placement,73268
ST002441,24,Male,Freshman,Software Engineering,78,14,3.11,Average,8,11,3,3,Yes,4,No,Yes,100,7,6,9,Advanced,72,223.15,Placed,Tier 1,Software Engineer,Campus Placement,71338
ST002442,19,Female,Senior,Business Analytics,79,18,3.02,Average,4,4,0,0,No,2,No,Yes,78,7,5,6,Intermediate,61,159.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST002443,21,Female,Senior,Software Engineering,77,17,2.72,Average,7,8,2,3,Yes,3,No,No,91,7,6,7,Intermediate,73,194.6,Placed,Tier 1,DevOps Engineer,Campus Placement,109339
ST002444,19,Female,Freshman,Computer Science,89,26,3.33,Good,9,8,2,4,Yes,5,No,No,100,7,8,7,Advanced,75,225.45,Not Placed,No Company,Not Placed,Not Applicable,0
ST002445,20,Female,Junior,Software Engineering,84,31,3.41,Good,10,11,1,6,Yes,5,No,No,100,10,8,8,Advanced,93,252.15,Placed,Tier 1,DevOps Engineer,Off-Campus,83845
ST002446,22,Female,Junior,Data Science,79,22,3.11,Average,7,8,0,2,Yes,3,No,Yes,93,7,5,9,Intermediate,78,204.55,Placed,Tier 1,AI Engineer,Internship Conversion,100211
ST002447,20,Male,Senior,Information Technology,75,19,2.97,Average,6,8,3,2,No,3,Yes,Yes,92,10,9,7,Advanced,64,197.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST002448,20,Female,Junior,Computer Science,79,21,2.88,Average,5,3,2,0,Yes,2,No,No,73,7,5,5,Intermediate,55,155.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST002449,22,Female,Freshman,Software Engineering,75,28,3.06,Average,8,7,2,3,Yes,3,No,Yes,93,7,4,8,Intermediate,72,203.8,Placed,Tier 1,Software Engineer,Campus Placement,102741
ST002450,29,Male,Senior,Information Technology,66,25,2.78,Average,7,9,4,3,Yes,5,Yes,No,100,10,8,6,Advanced,80,220.7,Placed,Tier 1,IT Support Engineer,Campus Placement,85864
ST002451,21,Female,Sophomore,Computer Science,82,24,3.01,Average,8,7,0,3,Yes,3,No,Yes,100,7,3,8,Advanced,74,203.15,Placed,Tier 1,Backend Developer,Off-Campus,80704
ST002452,22,Male,Senior,Data Science,68,21,2.75,Average,6,5,1,4,Yes,3,No,No,76,8,7,7,Intermediate,67,178.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST002453,22,Female,Junior,Cybersecurity,87,18,3.22,Good,7,7,1,5,Yes,3,No,No,86,7,7,6,Intermediate,61,189.1,Placed,Tier 1,Penetration Tester,Campus Placement,80100
ST002454,20,Female,Sophomore,Data Science,75,39,3.32,Good,7,13,3,4,Yes,5,No,No,100,9,7,6,Advanced,93,239.8,Placed,Tier 1,AI Engineer,Off-Campus,74375
ST002455,23,Female,Senior,Cybersecurity,84,19,3.07,Average,7,7,2,5,No,5,No,No,100,10,8,8,Advanced,78,221.05,Placed,Tier 1,Penetration Tester,Referral,81940
ST002456,21,Male,Junior,Artificial Intelligence,77,27,2.96,Average,7,9,0,4,Yes,4,Yes,Yes,100,10,8,7,Advanced,81,214.9,Not Placed,No Company,Not Placed,Not Applicable,0
ST002457,22,Female,Sophomore,Computer Science,72,20,3.0,Average,6,7,2,0,Yes,5,No,Yes,100,7,3,6,Intermediate,81,207.5,Placed,Tier 1,Backend Developer,Campus Placement,109178
ST002458,22,Male,Senior,Computer Science,85,22,3.1,Average,9,12,3,6,Yes,4,No,Yes,100,8,8,8,Intermediate,91,238.5,Placed,Tier 1,Full Stack Developer,Campus Placement,105283
ST002459,22,Female,Freshman,Electrical Engineering,63,15,2.53,Poor,2,1,1,0,No,1,No,No,50,6,5,1,Basic,23,94.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST002460,22,Female,Sophomore,Business Analytics,90,19,3.6,Good,7,8,3,0,No,5,No,Yes,100,9,4,7,Advanced,82,230.5,Placed,Tier 1,Business Analyst,Internship Conversion,84142
ST002461,21,Female,Junior,Data Science,81,21,2.84,Average,9,11,2,3,Yes,4,No,Yes,100,8,8,10,Advanced,73,226.1,Placed,Tier 1,Data Scientist,Campus Placement,81813
ST002462,22,Female,Junior,Business Analytics,77,24,3.01,Average,5,2,3,0,Yes,1,No,No,65,6,3,4,Intermediate,47,141.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST002463,20,Female,Sophomore,Business Analytics,86,13,3.0,Average,5,5,1,0,Yes,3,No,Yes,80,7,6,6,Intermediate,53,168.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST002464,19,Female,Junior,Artificial Intelligence,95,12,3.26,Good,7,10,3,0,Yes,5,Yes,No,100,10,7,6,Advanced,94,235.4,Placed,Tier 1,Machine Learning Engineer,Off-Campus,80177
ST002465,22,Male,Sophomore,Cybersecurity,70,24,3.11,Average,6,5,0,3,Yes,2,Yes,Yes,82,10,8,6,Advanced,68,181.25,Placed,Tier 1,SOC Analyst,Campus Placement,75954
ST002466,22,Male,Freshman,Artificial Intelligence,86,33,3.51,Good,10,12,1,8,No,5,Yes,No,100,10,9,9,Advanced,94,258.15,Placed,Tier 1,Machine Learning Engineer,Campus Placement,102439
ST002467,22,Female,Freshman,Computer Science,91,5,3.07,Average,7,8,4,3,Yes,4,Yes,Yes,100,10,10,5,Advanced,89,220.55,Placed,Tier 1,Backend Developer,Off-Campus,76117
ST002468,22,Female,Senior,Artificial Intelligence,87,17,2.94,Average,10,10,4,5,Yes,5,No,Yes,100,7,7,7,Advanced,88,237.1,Placed,Tier 1,AI Engineer,Campus Placement,90860
ST002469,21,Male,Junior,Electrical Engineering,89,27,3.28,Good,5,7,5,0,Yes,3,No,Yes,92,6,4,3,Intermediate,66,184.3,Placed,Tier 1,Automation Engineer,Off-Campus,98362
ST002470,24,Male,Freshman,Computer Science,81,27,3.13,Average,7,12,4,4,Yes,5,Yes,Yes,100,10,8,7,Advanced,73,230.45,Placed,Tier 1,Software Engineer,Off-Campus,74287
ST002471,21,Female,Junior,Computer Science,96,20,3.17,Average,7,7,1,2,Yes,3,No,No,90,7,7,7,Intermediate,71,196.55,Placed,Tier 1,Full Stack Developer,Campus Placement,79751
ST002472,21,Female,Junior,Computer Science,87,22,3.13,Average,6,8,4,2,Yes,4,Yes,Yes,100,9,7,5,Advanced,75,208.45,Placed,Tier 1,Full Stack Developer,Internship Conversion,85078
ST002473,20,Male,Freshman,Electrical Engineering,71,15,2.61,Average,3,3,1,0,No,2,No,Yes,63,5,5,3,Basic,52,129.55,Not Placed,No Company,Not Placed,Not Applicable,0
ST002474,21,Female,Sophomore,Artificial Intelligence,72,32,3.1,Average,7,7,2,5,Yes,4,No,Yes,99,9,5,7,Advanced,81,213.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST002475,25,Female,Sophomore,Data Science,65,14,2.59,Poor,7,12,0,1,Yes,5,No,Yes,100,10,5,9,Advanced,81,224.35,Placed,Tier 1,Data Scientist,Off-Campus,106663
ST002476,24,Female,Senior,Software Engineering,100,15,3.24,Good,9,10,2,4,Yes,5,No,No,100,9,6,8,Advanced,66,229.6,Placed,Tier 1,Software Engineer,Campus Placement,107310
ST002477,24,Female,Sophomore,Artificial Intelligence,74,31,3.29,Good,8,7,3,5,Yes,5,Yes,No,100,10,10,7,Advanced,71,224.35,Placed,Tier 1,AI Engineer,Campus Placement,86948
ST002478,23,Female,Freshman,Information Technology,78,26,3.13,Average,7,6,0,4,No,4,Yes,Yes,99,10,7,7,Advanced,91,216.15,Placed,Tier 1,Cloud Engineer,Internship Conversion,83911
ST002479,28,Female,Junior,Data Science,88,20,3.36,Good,8,6,3,2,Yes,4,No,Yes,94,9,6,7,Advanced,77,217.6,Placed,Tier 1,AI Engineer,Campus Placement,107970
ST002480,18,Female,Junior,Cybersecurity,81,31,3.32,Good,5,4,6,2,Yes,4,No,No,93,7,5,6,Intermediate,83,202.2,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,75570
ST002481,22,Female,Freshman,Electrical Engineering,75,14,2.93,Average,6,8,1,0,Yes,5,No,No,100,8,5,6,Advanced,67,201.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST002482,24,Male,Sophomore,Data Science,75,16,2.9,Average,7,9,0,5,Yes,4,Yes,Yes,100,10,8,7,Advanced,97,222.0,Placed,Tier 1,Data Scientist,Referral,105574
ST002483,21,Male,Freshman,Data Science,79,23,3.13,Average,7,10,2,4,Yes,5,No,No,100,8,7,8,Advanced,96,232.95,Placed,Tier 1,Data Analyst,Internship Conversion,83597
ST002484,20,Female,Senior,Software Engineering,76,22,2.98,Average,7,10,3,1,Yes,4,No,No,100,6,5,6,Intermediate,73,207.7,Placed,Tier 1,Software Engineer,Referral,91962
ST002485,21,Female,Senior,Computer Science,85,25,3.49,Good,7,7,3,3,Yes,5,Yes,No,100,10,8,6,Advanced,80,225.85,Placed,Tier 1,Backend Developer,Referral,81661
ST002486,21,Male,Junior,Software Engineering,87,26,3.24,Good,7,8,0,3,No,4,No,Yes,100,6,6,9,Intermediate,85,215.1,Not Placed,No Company,Not Placed,Not Applicable,0
ST002487,23,Male,Senior,Information Technology,85,10,2.95,Average,6,5,1,0,Yes,3,No,Yes,83,9,4,6,Advanced,64,181.65,Placed,Tier 1,IT Support Engineer,Internship Conversion,94667
ST002488,20,Other,Freshman,Data Science,89,8,3.13,Average,7,11,0,0,Yes,5,No,Yes,100,8,6,8,Advanced,82,224.95,Placed,Tier 1,AI Engineer,Internship Conversion,96686
ST002489,23,Female,Freshman,Data Science,82,17,3.01,Average,6,6,2,2,Yes,3,No,Yes,91,7,6,6,Advanced,75,189.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST002490,23,Male,Junior,Artificial Intelligence,84,13,2.94,Average,7,6,2,4,Yes,4,No,Yes,92,8,7,7,Advanced,75,202.2,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,103011
ST002491,19,Female,Junior,Data Science,80,29,3.12,Average,7,11,0,2,Yes,5,No,Yes,100,9,5,8,Advanced,92,231.8,Placed,Tier 1,Data Analyst,Campus Placement,97194
ST002492,25,Female,Sophomore,Artificial Intelligence,69,27,2.8,Average,9,10,4,3,Yes,4,No,Yes,100,6,6,8,Intermediate,83,223.5,Placed,Tier 1,Data Scientist,Referral,94741
ST002493,22,Male,Junior,Information Technology,83,11,3.05,Average,5,8,2,1,Yes,3,Yes,Yes,97,8,9,7,Advanced,72,194.85,Placed,Tier 1,Cloud Engineer,Campus Placement,73133
ST002494,20,Male,Sophomore,Artificial Intelligence,77,19,2.91,Average,8,10,3,4,Yes,3,Yes,Yes,100,10,7,8,Advanced,76,219.15,Placed,Tier 1,AI Engineer,Campus Placement,95436
ST002495,21,Female,Junior,Data Science,85,32,3.46,Good,8,7,2,2,Yes,4,No,No,100,5,7,7,Intermediate,77,213.4,Placed,Tier 1,Data Analyst,Referral,87364
ST002496,26,Female,Junior,Information Technology,95,16,2.88,Average,7,6,2,4,No,1,No,No,74,5,4,5,Intermediate,54,160.4,Not Placed,No Company,Not Placed,Not Applicable,0
ST002497,19,Male,Freshman,Information Technology,85,25,3.0,Average,5,8,4,1,No,4,No,No,100,8,5,5,Advanced,70,198.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST002498,22,Male,Junior,Software Engineering,85,24,3.11,Average,8,9,1,4,Yes,4,Yes,Yes,100,10,8,7,Advanced,91,227.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST002499,21,Male,Freshman,Software Engineering,87,26,3.38,Good,7,9,1,2,Yes,5,Yes,Yes,100,10,8,8,Advanced,78,228.2,Placed,Tier 1,Software Engineer,Campus Placement,83628
ST002500,21,Female,Junior,Computer Science,79,28,3.48,Good,7,5,1,4,No,5,No,No,100,10,6,7,Advanced,78,219.7,Placed,Tier 1,Backend Developer,Campus Placement,103176
ST002501,22,Female,Sophomore,Software Engineering,91,33,3.61,Good,9,8,2,4,No,4,Yes,No,100,9,9,10,Advanced,83,238.65,Placed,Tier 1,DevOps Engineer,Internship Conversion,81815
ST002502,23,Male,Sophomore,Electrical Engineering,78,26,3.12,Average,4,6,2,4,No,4,No,No,88,7,6,5,Intermediate,70,183.2,Placed,Tier 1,Embedded Systems Engineer,Campus Placement,87054
ST002503,23,Female,Freshman,Computer Science,94,19,3.23,Good,7,5,0,3,Yes,4,No,No,93,7,6,7,Intermediate,79,201.85,Placed,Tier 1,Backend Developer,Campus Placement,75098
ST002504,22,Female,Junior,Information Technology,68,13,2.6,Average,4,2,0,1,No,2,No,Yes,69,8,6,4,Intermediate,52,139.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST002505,23,Female,Junior,Data Science,100,23,3.56,Good,7,9,3,5,No,5,Yes,Yes,100,10,9,8,Advanced,94,241.9,Placed,Tier 1,Data Analyst,Campus Placement,99404
ST002506,19,Female,Junior,Data Science,89,36,3.18,Average,7,8,1,2,Yes,3,Yes,Yes,97,10,9,7,Advanced,89,215.8,Placed,Tier 1,Data Analyst,Off-Campus,95126
ST002507,19,Female,Junior,Information Technology,66,20,2.81,Average,6,9,0,1,Yes,4,Yes,Yes,92,10,8,7,Advanced,81,206.25,Placed,Tier 1,IT Support Engineer,Referral,88102
ST002508,22,Female,Freshman,Computer Science,70,19,2.83,Average,6,8,0,3,Yes,5,No,No,93,8,5,5,Advanced,68,195.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST002509,20,Female,Junior,Software Engineering,89,24,3.3,Good,8,11,2,1,Yes,4,No,Yes,96,6,5,7,Intermediate,85,223.8,Placed,Tier 1,Software Engineer,Internship Conversion,84174
ST002510,21,Male,Sophomore,Artificial Intelligence,92,17,3.34,Good,10,13,2,6,Yes,5,Yes,Yes,100,10,9,10,Advanced,89,258.6,Placed,Tier 1,Machine Learning Engineer,Campus Placement,102790
ST002511,20,Male,Sophomore,Computer Science,92,23,3.67,Good,7,7,4,1,Yes,5,No,Yes,100,9,4,8,Advanced,98,241.05,Placed,Tier 1,Full Stack Developer,Internship Conversion,80910
ST002512,20,Female,Junior,Cybersecurity,71,16,2.86,Average,6,9,0,1,No,4,No,Yes,90,8,6,6,Advanced,55,187.4,Not Placed,No Company,Not Placed,Not Applicable,0
ST002513,23,Male,Senior,Cybersecurity,77,20,3.2,Good,7,4,0,2,Yes,1,Yes,Yes,84,6,8,6,Intermediate,59,167.7,Placed,Tier 2,SOC Analyst,Off-Campus,47501
ST002514,20,Male,Junior,Computer Science,77,25,2.94,Average,7,8,1,3,No,3,No,No,93,7,4,8,Advanced,58,191.5,Placed,Tier 1,Software Engineer,Campus Placement,92889
ST002515,22,Female,Junior,Software Engineering,61,27,2.93,Average,8,7,4,2,Yes,4,No,Yes,100,9,6,8,Advanced,73,216.45,Placed,Tier 1,Software Engineer,Off-Campus,107836
ST002516,22,Female,Senior,Business Analytics,58,22,2.44,Poor,4,6,1,0,No,3,No,Yes,83,6,7,3,Intermediate,47,147.5,Not Placed,No Company,Not Placed,Not Applicable,0
